reference_number,determination_type,url,date
HU/09339/2016 & Ors.,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-09339-2016-ors,14 Aug 2018
AA/06251/2014,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-06251-2014,19 Jan 2015
AA/05612/2014,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-05612-2014,25 Mar 2015
UI-2022-003594,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2022-003594,15 Sep 2023
OA/169872013 & OA/16984/2013,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-169872013-oa-16984-2013,12 Aug 2014
IA/12948/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-12948-2013,6 Oct 2014
IA/334862014 & ors,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-334862014-ors,2 Feb 2016
DA/01086/2012,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-01086-2012,17 Jan 2014
DA/01515/2014,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-01515-2014,4 Sep 2015
AA/04548/2015,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-04548-2015,16 May 2016
UI-2024-000084 & UI-2024-000085,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2024-000084-ui-2024-000085,3 Apr 2024
PA/04880/2019,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-04880-2019,26 Nov 2020
PA/00238/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-00238-2018,27 Mar 2019
[2016] UKUT 56,UKUT,https://tribunalsdecisions.service.gov.uk/utiac/2016-ukut-56,15 Jan 2016
UI-2022-006646,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2022-006646,25 Jan 2024
PA/00041/2015,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-00041-2015,18 Apr 2016
DA/02452/2013,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-02452-2013,3 Oct 2014
PA/02008/2015,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-02008-2015,6 Dec 2016
IA/41389/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-41389-2014,12 Nov 2015
AA/06585/2015,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-06585-2015,30 Mar 2016
HU/15367/2019,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-15367-2019,22 Mar 2022
AA/12503/2009,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-12503-2009,16 Jan 2014
[2021] UKUT 95,UKUT,https://tribunalsdecisions.service.gov.uk/utiac/2021-ukut-95,5 Mar 2021
DA/00181/2018,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-00181-2018,16 Aug 2019
IA/48905/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-48905-2014,27 May 2016
PA/00579/2020,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-00579-2020,15 Apr 2021
HU/04131/2017,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-04131-2017,18 Jan 2019
HU/22256/2018 & HU/23688/2018,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-22256-2018-hu-23688-2018,15 Jan 2020
IA/15526/2013 & IA/15533/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-15526-2013-ia-15533-2013,21 Jul 2014
UI-2021-001816,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2021-001816,30 Jul 2024
AA/10056/2015,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-10056-2015,29 Nov 2017
OA/09502/2014,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-09502-2014,14 Jan 2016
UI-2021-000510,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2021-000510,28 Sep 2023
HU/07789/2017,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-07789-2017,29 Jan 2019
[2004] UKIAT 263,UKIAT,https://tribunalsdecisions.service.gov.uk/utiac/2004-ukiat-263,22 Sep 2004
UI-2024-003590,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2024-003590,18 Nov 2024
PA/02251/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-02251-2017,3 Jan 2019
AA/02816/2012,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-02816-2012,11 Nov 2015
OA/08642/2014,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-08642-2014,15 Jul 2016
AA/06931/2015,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-06931-2015,1 Jul 2016
AA/02828/2012,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-02828-2012,4 Feb 2014
IA/01883/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-01883-2014,30 Jan 2015
IA/10731/2015 & IA/10732/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-10731-2015-ia-10732-2015,5 Jul 2017
IA/20867/2013 & ors,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-20867-2013-ors,9 Feb 2015
VA313752012,VA,https://tribunalsdecisions.service.gov.uk/utiac/va313752012,13 Aug 2013
IA/15227/2021 & IA/15233/2021,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-15227-2021-ia-15233-2021,8 Mar 2023
IA/10071/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-10071-2015,10 Feb 2016
IA/16177/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-16177-2014,3 Nov 2015
DA/00193/2016,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-00193-2016,14 Jul 2017
IA/52517/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-52517-2013,3 Jun 2015
RP/00093/2019,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/rp-00093-2019,18 Feb 2021
IA/01743/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-01743-2015,15 Sep 2016
IA/52610/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-52610-2013,30 Oct 2014
EA/14277/2021,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-14277-2021,26 Mar 2023
PA/08656/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-08656-2017,28 Nov 2018
HU/06842/2015 & Ors.,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-06842-2015-ors,16 Aug 2017
PA/02734/2016,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-02734-2016,10 Apr 2017
DA/00032/2020,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-00032-2020,18 Jan 2021
UI-2023-001803,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2023-001803,6 Feb 2024
IA/32544/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-32544-2014,13 Apr 2016
HU/17296/2019,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-17296-2019,15 Apr 2021
IA/10242/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-10242-2014,30 Sep 2015
HU/00225/2018,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-00225-2018,3 Dec 2020
PA/05171/2016,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-05171-2016,24 Apr 2017
PA/02052/2019,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-02052-2019,12 Nov 2019
PA/10570/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-10570-2017,29 Mar 2018
IA/00060/2018 & IA/00061/2018,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-00060-2018-ia-00061-2018,21 Nov 2018
HU/02456/2018,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-02456-2018,9 Oct 2019
IA/15609/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-15609-2015,6 Jul 2017
OA/00414/2015 & Others,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-00414-2015-others,26 Jun 2018
HU/13574/2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-13574-2016,11 Jul 2018
PA/00743/2015,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-00743-2015,4 Jan 2017
[2008] UKAIT 1,UKIAT,https://tribunalsdecisions.service.gov.uk/utiac/2008-ukait-1,4 Jan 2008
[2012] UKUT 425,UKUT,https://tribunalsdecisions.service.gov.uk/utiac/2012-ukut-425,17 Oct 2012
AA/09800/2012,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-09800-2012,24 Jun 2013
IA/22236/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-22236-2013,11 Nov 2014
OA/01509/2014,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-01509-2014,18 Aug 2015
IA/06256/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-06256-2015,8 Mar 2016
HU/07234/2018,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-07234-2018,20 Sep 2019
PA/05337/2016,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-05337-2016,26 Feb 2018
DA/00503/2012,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-00503-2012,5 Jun 2013
HU/16672/2019,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-16672-2019,28 Oct 2021
UI-2024-002505,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2024-002505,22 Apr 2025
HU/16886/2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-16886-2016,3 May 2018
OA/10299/2014 & OA/10297/2014,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-10299-2014-oa-10297-2014,8 Jan 2016
UI-2022-002164,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2022-002164,25 Sep 2023
HU/02258/2020,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-02258-2020,16 Jun 2021
PA/09766/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-09766-2018,4 Feb 2019
OA/06799/2012,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-06799-2012,24 Sep 2013
AA/02469/2015,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-02469-2015,2 Dec 2015
IA/31435/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-31435-2015,21 Feb 2017
PA/08574/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-08574-2017,21 Sep 2018
HU/08675/2015,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-08675-2015,28 Feb 2018
UI-2022-005705,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2022-005705,21 Jun 2024
IA247712012,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia247712012,15 Jul 2013
IA/27599/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-27599-2014,10 Oct 2016
PA/01889/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-01889-2018,26 Jun 2018
AA/07183/2014,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-07183-2014,19 Feb 2016
PA/02382/2016,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-02382-2016,31 Oct 2016
HU/18454/2019,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-18454-2019,6 Jul 2021
PA/01164/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-01164-2017,27 Apr 2018
DA/02368/2013,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-02368-2013,17 Sep 2014
PA/02881/2016,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-02881-2016,20 Apr 2017
PA/07502/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-07502-2018,21 Nov 2018
IA/34526/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-34526-2014,15 Apr 2016
DA/00166/2014,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-00166-2014,4 Aug 2015
HU108502017 & Ors.,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu108502017-ors,4 Oct 2018
[2002] UKIAT 1336,UKIAT,https://tribunalsdecisions.service.gov.uk/utiac/2002-ukiat-1336,2 May 2002
IA/34508/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-34508-2015,26 Feb 2018
IA/17579/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-17579-2013,26 Sep 2014
PA/07702/2019,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-07702-2019,20 Apr 2021
OA/08559/2015,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-08559-2015,26 Jan 2018
IA/40069/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-40069-2014,29 Apr 2015
IA/14477/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-14477-2014,19 Oct 2015
UI-2022-003202,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2022-003202,22 Jun 2023
PA/01851/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-01851-2018,12 Apr 2019
PA/10769/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-10769-2017,17 May 2018
HU/11522/2015,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-11522-2015,20 Jun 2018
PA/09948/2019,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-09948-2019,6 Aug 2020
OA/05834/2014,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-05834-2014,19 Feb 2016
AA/00545/2014 & ors,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-00545-2014-ors,23 Jul 2014
PA/05052/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-05052-2017,10 Jan 2019
IA/07311/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-07311-2014,29 Sep 2015
HU/06019/2018,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-06019-2018,8 Feb 2019
OA/09232/2013 & OA/09234/2013,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-09232-2013-oa-09234-2013,12 Mar 2014
AA/13122/2015,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-13122-2015,5 Jul 2016
IA/00210/2017,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-00210-2017,8 Jan 2019
PA/12960/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-12960-2017,19 Jul 2018
IA/25111/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-25111-2014,19 Oct 2015
IA/46791/2014 & IA/46798/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-46791-2014-ia-46798-2014,16 Sep 2016
PA/12509/2019,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-12509-2019,7 Jan 2021
IA/15769/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-15769-2014,19 May 2015
OA/00523/2013,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-00523-2013,30 May 2014
HU/16247/2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-16247-2016,30 Aug 2018
HU/24186 /2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-24186-2016,24 Jan 2018
HU/12426/2015,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-12426-2015,3 Jan 2017
PA/02523/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-02523-2018,19 Oct 2018
IA/02730/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-02730-2014,9 Feb 2015
OA/18966/2011,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-18966-2011,10 Jun 2013
DA/01568/2013,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-01568-2013,2 May 2014
UI-2023-002998,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2023-002998,15 Jan 2024
AA/06245/2015 & Ors.,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-06245-2015-ors,23 Mar 2016
DA/01248/2013,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-01248-2013,19 May 2016
EA/01812/2016,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-01812-2016,20 Jun 2018
IA/50721/2014 & IA/19562/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-50721-2014-ia-19562-2015,31 Mar 2016
PA/08670/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-08670-2018,20 May 2019
AA/07310/2014,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-07310-2014,23 Feb 2016
AA/02082/2014,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-02082-2014,13 Oct 2014
UI-2025-000118,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2025-000118,26 Mar 2025
RP/00009/2019,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/rp-00009-2019,4 Aug 2021
UI-2024-001354,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2024-001354,5 Dec 2024
EA/05058/2021,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-05058-2021,7 Sep 2022
UI-2024-004174,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2024-004174,30 Dec 2024
DA/02062/2013,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-02062-2013,22 Dec 2016
UI-2023-001557 & UI-2023-001555,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2023-001557-ui-2023-001555,3 Nov 2023
UI-2024-000699,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2024-000699,30 Sep 2024
IA/51521/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-51521-2013,22 May 2014
PA/01037/2021,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-01037-2021,12 Mar 2023
IA/04371/2015 & Ors.,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-04371-2015-ors,14 Apr 2016
PA/02599/2015,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-02599-2015,4 Oct 2016
OA/00292/2014,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-00292-2014,7 Sep 2015
UI-2022-005738 & Others,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2022-005738-others,30 Aug 2023
PA/11589/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-11589-2018,23 Mar 2020
LH/00066/2022,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/lh-00066-2022,9 May 2023
DA/00344/2013,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-00344-2013,27 Aug 2013
IA009142013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia009142013,9 Jul 2013
IA/27554/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-27554-2015,8 Jan 2018
[2004] UKIAT 198,UKIAT,https://tribunalsdecisions.service.gov.uk/utiac/2004-ukiat-198,19 Jul 2004
IA/29795/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-29795-2014,20 Aug 2015
PA/01598/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-01598-2017,2 Oct 2017
IA/47061/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-47061-2014,10 Jul 2015
IA/10751/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-10751-2014,4 Feb 2015
EA/07601/2018,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-07601-2018,6 Aug 2020
HU/02023/2017,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-02023-2017,7 Aug 2018
HU/19519/2018,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-19519-2018,26 Oct 2020
IA/18807/2014 & Ors,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-18807-2014-ors,20 Nov 2014
UI-2023-003257 & UI-2023-003258,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2023-003257-ui-2023-003258,18 Dec 2023
[2003] UKIAT 16,UKIAT,https://tribunalsdecisions.service.gov.uk/utiac/2003-ukiat-16,30 Jun 2003
OA/18416/2013,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-18416-2013,8 Jan 2015
HU/13756/2015 & HU/13758/2015,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-13756-2015-hu-13758-2015,8 Mar 2018
UI-2023-003385,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2023-003385,14 Dec 2023
IA/32366/2013 & IA/32368/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-32366-2013-ia-32368-2013,20 Mar 2014
PA/13256/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-13256-2017,15 Nov 2018
AA038242012 & AA038262012,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa038242012-aa038262012,2 Aug 2013
EA/04147/2016,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-04147-2016,4 Jun 2018
UI-2024-002554,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2024-002554,20 Dec 2024
EA/00140/2020,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-00140-2020,4 Mar 2021
HU/02467/2019,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-02467-2019,23 Jul 2019
PA/00731/2015,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-00731-2015,12 Jun 2017
UI-2023-004831,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2023-004831,28 Dec 2023
HU/07743/2019,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-07743-2019,17 Aug 2020
UI-2023-004174,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2023-004174,7 Dec 2023
HU/06228/2018,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-06228-2018,11 Mar 2019
AA/05918/2014,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-05918-2014,14 May 2015
VA/02230/2015,VA,https://tribunalsdecisions.service.gov.uk/utiac/va-02230-2015,19 Oct 2016
AA/10286/2013,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-10286-2013,6 Oct 2016
VA/01803/2014 & VA/01804/2014,VA,https://tribunalsdecisions.service.gov.uk/utiac/va-01803-2014-va-01804-2014,12 Aug 2015
IA/09869/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-09869-2014,7 Aug 2014
IA/47144/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-47144-2014,28 Sep 2016
IA/03390/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-03390-2015,12 Jul 2016
UI-2022-004316,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2022-004316,30 Aug 2023
IA/17462/2021,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-17462-2021,31 May 2023
HU/17022/2018 & Ors.,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-17022-2018-ors,27 Mar 2019
HU/14352/2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-14352-2016,24 Jul 2018
PA/10490/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-10490-2018,18 Mar 2019
PA/04619/2019,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-04619-2019,12 Feb 2021
IA/29972/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-29972-2013,3 Jul 2014
[2005] UKAIT 176,UKIAT,https://tribunalsdecisions.service.gov.uk/utiac/2005-ukait-176,15 Dec 2005
UI-2022-006243,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2022-006243,25 Jun 2023
IA/26601/2015 & Ors.,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-26601-2015-ors,1 Nov 2017
AA/06777/2015,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-06777-2015,7 Feb 2017
EA/05332/2019,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-05332-2019,10 Jun 2021
OA/00055/2016,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-00055-2016,21 Sep 2018
IA/27838/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-27838-2014,11 May 2016
AA/10687/2014 & Ors.,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-10687-2014-ors,18 Dec 2015
UI-2024-002053,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2024-002053,20 Sep 2024
AA/07861/2015,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-07861-2015,14 Apr 2016
UI-2022-004053,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2022-004053,1 Mar 2024
EA/14292/2016 & EA/14301/2016,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-14292-2016-ea-14301-2016,23 Nov 2018
OA/16664/2013,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-16664-2013,22 Dec 2014
HU/10119/2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-10119-2016,24 May 2018
AA/08417/2013,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-08417-2013,3 Feb 2015
HU/03236/2019,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-03236-2019,4 Nov 2019
AA/12953/2015,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-12953-2015,15 Jun 2017
DA/01019/2014,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-01019-2014,30 Oct 2015
IA/24848/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-24848-2014,10 Feb 2015
IA/16153/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-16153-2013,23 Jun 2014
UI-2022-002022,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2022-002022,20 Mar 2024
